round_id,pipeline_version,started_at,status,target_method,base_query,final_query,query_width_k,decision_width,guardian_order_by,total_available,candidates_retrieved,candidates_filtered,scored_count,unique_scored,duplicate_scored,unique_rate,tier_a_count,tier_b_count,near_miss_count,reward_R,reward_V,goldmine_triggered,phase,failure_stage,failure_message
80,v3,2026-04-05T07:03:37.863020+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"" OR ""field experiment"" OR ""clinical trial"" OR ""controlled study"" OR randomisation OR ""trial participants"") AND (""plans to"" OR trialled OR introduced OR ""scale up"" OR scrapped OR approved OR ""decided to"" OR ""will introduce"" OR expanded OR launched OR pilot OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"" OR ""field experiment"" OR ""clinical trial"" OR ""controlled study"" OR randomisation OR ""trial participants"") AND (""plans to"" OR trialled OR introduced OR ""scale up"" OR scrapped OR approved OR ""decided to"" OR ""will introduce"" OR expanded OR launched OR pilot OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,newest,989,250,217,16,16,201,0.07373271889400922,1,9,2,0.07465806451612904,0.32,True,3,,
81,v3,2026-04-05T07:13:03.332871+00:00,completed,expert_qual,"(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,newest,2091,250,220,15,15,205,0.06818181818181818,0,12,3,0.004159090909090911,0.3,True,3,,
82,v3,2026-04-05T14:13:17.518252+00:00,completed,expert_secondary,"(""administrative data"" OR ""observational study"" OR ""regression analysis"") AND (introduced OR rollout OR scrapped OR expanded OR trialled OR launched OR ""decided to"" OR evaluation OR approved OR ""scale up"" OR ""rolled out"" OR ""plans to"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"")","(""administrative data"" OR ""observational study"" OR ""regression analysis"") AND (introduced OR rollout OR scrapped OR expanded OR trialled OR launched OR ""decided to"" OR evaluation OR approved OR ""scale up"" OR ""rolled out"" OR ""plans to"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"")",3,12,relevance,31,31,28,1,1,27,0.03571428571428571,0,0,0,-0.006874999999999999,0.02,False,3,,
83,v3,2026-04-05T14:13:47.993132+00:00,completed,gut,"(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)","(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)",10,16,relevance,2077,250,235,22,22,213,0.09361702127659574,0,13,2,0.013317021276595753,0.44,True,3,,
84,v3,2026-04-05T14:17:53.895258+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"" OR ""field experiment"" OR ""clinical trial"" OR ""controlled study"" OR randomisation OR ""trial participants"") AND (introduced OR ""rolled out"" OR scrapped OR evaluation OR mandated OR rollout OR trialled OR expanded OR ""decided to"" OR pilot OR ""plans to"" OR ""scale up"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"" OR ""field experiment"" OR ""clinical trial"" OR ""controlled study"" OR randomisation OR ""trial participants"") AND (introduced OR ""rolled out"" OR scrapped OR evaluation OR mandated OR rollout OR trialled OR expanded OR ""decided to"" OR pilot OR ""plans to"" OR ""scale up"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,12,relevance,726,250,228,35,35,193,0.15350877192982457,12,13,4,0.42085964912280704,0.7,True,3,,
85,v3,2026-04-05T14:24:07.971052+00:00,completed,prepost,"(""before and after"" OR ""pre-post"" OR baseline OR ""follow-up evaluation"" OR ""post-implementation"" OR ""pre-intervention"" OR ""pilot evaluation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""before and after"" OR ""pre-post"" OR baseline OR ""follow-up evaluation"" OR ""post-implementation"" OR ""pre-intervention"" OR ""pilot evaluation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,2020,250,213,2,2,211,0.009389671361502348,0,1,0,-0.004460680751173709,0.04,True,3,,
86,v3,2026-04-05T14:24:52.335108+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""case study"" OR ""case studies"" OR ""pilot site"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,16,relevance,1689,250,239,0,0,239,0.0,0,0,0,-0.0075,0.0,False,3,,
87,v3,2026-04-05T14:24:59.152596+00:00,completed,expert_qual,"(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,16,relevance,2091,250,235,0,0,235,0.0,0,0,0,-0.0075,0.0,False,3,,
88,v3,2026-04-05T14:25:06.630781+00:00,completed,expert_secondary,"(""administrative data"" OR ""observational study"" OR ""regression analysis"" OR econometric OR ""difference-in-differences"" OR ""quasi-experimental"" OR ""natural experiment"" OR ""cohort study"" OR ""linked data"" OR ""statistical analysis"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"")","(""administrative data"" OR ""observational study"" OR ""regression analysis"" OR econometric OR ""difference-in-differences"" OR ""quasi-experimental"" OR ""natural experiment"" OR ""cohort study"" OR ""linked data"" OR ""statistical analysis"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"")",10,16,relevance,220,220,205,49,49,156,0.23902439024390243,0,24,7,0.13098536585365855,0.98,True,3,,
89,v3,2026-04-05T15:48:42.136220+00:00,completed,gut,"(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)","(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)",3,12,relevance,2077,250,235,0,0,235,0.0,0,0,0,-0.0075,0.0,False,3,,
90,v3,2026-04-05T15:48:50.169800+00:00,completed,gut,"(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)","(""without evidence"" OR ""no evidence"" OR ""despite evidence"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR trial OR randomized OR randomised OR study OR evaluation OR pilot OR ""impact assessment"" OR review)",10,16,relevance,2077,250,235,0,0,235,0.0,0,0,0,-0.0075,0.0,False,3,,
91,v3,2026-04-05T15:49:09.666687+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",5,16,relevance,401,250,229,77,77,152,0.33624454148471616,15,30,11,0.7176855895196506,1.0,True,3,,
92,v3,2026-04-05T16:01:50.965656+00:00,completed,prepost,"(""before and after"" OR ""pre-post"" OR baseline) AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""before and after"" OR ""pre-post"" OR baseline) AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",3,16,relevance,1994,250,213,0,0,213,0.0,0,0,0,-0.0075,0.0,False,3,,
93,v3,2026-04-05T16:01:59.305083+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",10,16,relevance,2408,250,234,0,0,234,0.0,0,0,0,-0.0075,0.0,False,3,,
94,v3,2026-04-05T16:02:07.618897+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (launched OR ""scale up"" OR implemented OR approved OR expanded OR ""plans to"" OR ""decided to"" OR ""rolled out"" OR trialled OR introduced OR evaluation OR pilot) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""case study"" OR ""case studies"" OR ""pilot site"" OR ""lessons learned"" OR ""implementation story"" OR ""rollout experience"" OR ""one council"") AND (launched OR ""scale up"" OR implemented OR approved OR expanded OR ""plans to"" OR ""decided to"" OR ""rolled out"" OR trialled OR introduced OR evaluation OR pilot) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",10,12,newest,2316,250,225,0,0,225,0.0,0,0,0,-0.0075,0.0,False,3,,
95,v3,2026-04-05T16:02:16.280327+00:00,completed,case_study,"(""case study"" OR ""case studies"" OR ""pilot site"") AND (implemented OR rollout OR evaluation OR introduced OR scrapped OR ""scale up"" OR launched OR trialled OR ""decided to"" OR ""plans to"" OR expanded OR pilot) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""case study"" OR ""case studies"" OR ""pilot site"") AND (implemented OR rollout OR evaluation OR introduced OR scrapped OR ""scale up"" OR launched OR trialled OR ""decided to"" OR ""plans to"" OR expanded OR pilot) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",3,12,relevance,1592,250,241,1,1,240,0.004149377593360996,0,1,0,-0.004552385892116182,0.02,True,3,,
96,v3,2026-04-05T16:02:47.410647+00:00,completed,prepost,"(""before and after"" OR ""pre-post"" OR baseline) AND (""decided to"" OR ""will introduce"" OR evaluation OR introduced OR mandated OR pilot OR ""plans to"" OR rollout OR scrapped OR ""rolled out"" OR trialled OR launched) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""before and after"" OR ""pre-post"" OR baseline) AND (""decided to"" OR ""will introduce"" OR evaluation OR introduced OR mandated OR pilot OR ""plans to"" OR rollout OR scrapped OR ""rolled out"" OR trialled OR launched) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",3,12,relevance,1701,250,213,4,4,209,0.018779342723004695,0,1,0,-0.010874178403755867,0.08,False,3,,
97,v3,2026-04-05T16:03:35.436715+00:00,completed,expert_qual,"(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",7,12,newest,2090,250,220,0,0,220,0.0,0,0,0,-0.0075,0.0,False,3,,
98,v3,2026-04-05T16:03:45.236566+00:00,completed,expert_secondary,"(""administrative data"" OR ""observational study"" OR ""regression analysis"" OR econometric OR ""difference-in-differences"" OR ""quasi-experimental"" OR ""natural experiment"" OR ""cohort study"" OR ""linked data"" OR ""statistical analysis"" OR ""analysis shows"" OR ""covid report"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""administrative data"" OR ""observational study"" OR ""regression analysis"" OR econometric OR ""difference-in-differences"" OR ""quasi-experimental"" OR ""natural experiment"" OR ""cohort study"" OR ""linked data"" OR ""statistical analysis"" OR ""analysis shows"" OR ""covid report"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR randomized OR randomised OR trial OR rct OR placebo OR ""control group"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",10,16,newest,917,250,219,100,181,38,0.8264840182648402,2,74,20,0.7692694063926941,1.0,True,3,,
99,v3,2026-04-05T16:21:05.523774+00:00,completed,expert_qual,"(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)","(""expert panel"" OR ""independent review"" OR ""public consultation"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"" OR ""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT)",10,16,relevance,2090,250,235,0,0,235,0.0,0,0,0,-0.0075,0.0,False,3,,
100,v3,2026-04-05T16:21:16.065133+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT) AND (trialled OR mandated OR implemented OR ""plans to"" OR scrapped OR introduced OR launched OR evaluation OR ""scale up"" OR pilot OR ""will introduce"" OR ""rolled out"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT) AND (trialled OR mandated OR implemented OR ""plans to"" OR scrapped OR introduced OR launched OR evaluation OR ""scale up"" OR pilot OR ""will introduce"" OR ""rolled out"") AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",3,12,relevance,63,63,59,0,0,59,0.0,0,0,0,-0.0075,0.0,False,3,,
101,v3,2026-04-05T16:21:28.117108+00:00,completed,rct,"(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"" OR ""field experiment"" OR ""clinical trial"" OR ""controlled study"" OR randomisation OR ""trial participants"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")","(""randomised controlled trial"" OR ""randomized controlled trial"" OR RCT OR ""control group"" OR ""randomly assigned"" OR ""field experiment"" OR ""clinical trial"" OR ""controlled study"" OR randomisation OR ""trial participants"") AND (pilot OR ""rolled out"" OR rollout OR implemented OR introduced OR trialled OR launched OR expanded OR ""scale up"" OR approved OR scrapped OR mandated OR ""decided to"" OR ""plans to"" OR ""will introduce"" OR evaluation) AND NOT (sentencing OR prosecution OR defendant OR verdict OR convicted OR charged OR magistrate OR ""crown court"" OR jury OR appeal OR tournament OR championship OR ""premier league"" OR goal OR coach OR match OR album OR film OR theatre OR premiere OR ""box office"")",10,16,relevance,1046,250,237,0,0,237,0.0,0,0,0,-0.0075,0.0,False,3,,
