url,id,title,section,method_queries,reason
https://www.theguardian.com/sport/2019/jan/02/2019-rugby-world-cup-six-nations-new-year-must-not-trash-qualities-rugby-union,sport/2019/jan/02/2019-rugby-world-cup-six-nations-new-year-must-not-trash-qualities-rugby-union,This must not be the year when rugby union trashes its finest qualities | Robert Kitson,Sport,casestudy,sport
https://www.theguardian.com/sport/2025/apr/30/rfu-makes-radical-bid-to-ditch-old-farts-council-in-bill-sweeney-shake-up-rugby-union,sport/2025/apr/30/rfu-makes-radical-bid-to-ditch-old-farts-council-in-bill-sweeney-shake-up-rugby-union,RFU ‘old farts’ council could be scrapped in radical governance shake-up,Sport,expert_qual,sport
https://www.theguardian.com/football/2025/jul/30/sheffield-wednesday-crisis-deepens-safety-concerns-shut-hillsborough-north-stand,football/2025/jul/30/sheffield-wednesday-crisis-deepens-safety-concerns-shut-hillsborough-north-stand,Sheffield Wednesday crisis deepens as safety concerns shut Hillsborough’s North Stand,Football,expert_qual,sport
https://www.theguardian.com/football/2025/apr/01/fa-lobbies-uk-government-make-tailgating-turnstiles-criminal-offence-euro-2028,football/2025/apr/01/fa-lobbies-uk-government-make-tailgating-turnstiles-criminal-offence-euro-2028,FA lobbies UK government to make ‘tailgating’ at turnstiles a criminal offence,Football,expert_qual,sport
https://www.theguardian.com/football/2025/may/27/wsl-players-in-talks-join-pfa-historic-deal,football/2025/may/27/wsl-players-in-talks-join-pfa-historic-deal,WSL in advanced talks over historic deal for all players in top two tiers to join PFA,Football,expert_qual,sport
https://www.theguardian.com/sport/2024/dec/19/bill-beaumont-could-take-over-as-rfu-chair-with-ilube-on-brink-over-pay-row,sport/2024/dec/19/bill-beaumont-could-take-over-as-rfu-chair-with-ilube-on-brink-over-pay-row,Bill Beaumont could take over as RFU chair with Ilube on brink over pay row,Sport,expert_qual,sport
https://www.theguardian.com/football/2024/dec/07/everton-v-liverpool-merseyside-derby-postponed-due-to-storm-darragh,football/2024/dec/07/everton-v-liverpool-merseyside-derby-postponed-due-to-storm-darragh,Liverpool facing fixture backlog after Merseyside derby falls to Storm Darragh,Football,expert_qual,sport
https://www.theguardian.com/football/2025/mar/07/liverpool-fans-2022-champions-league-final-injury-claims-uk-real-madrid-paris,football/2025/mar/07/liverpool-fans-2022-champions-league-final-injury-claims-uk-real-madrid-paris,Liverpool fans to have 2022 Champions League final injury claims heard in UK,Football,expert_qual,sport
https://www.theguardian.com/football/2025/jan/05/liverpool-v-manchester-united-game-subject-to-safety-decision-after-heavy-snow,football/2025/jan/05/liverpool-v-manchester-united-game-subject-to-safety-decision-after-heavy-snow,Liverpool v Manchester United goes ahead as planned despite heavy snow,Football,expert_qual,sport
https://www.theguardian.com/sport/2024/dec/18/rugby-union-bill-sweeney-tom-ilube-grassroots-rebellion,sport/2024/dec/18/rugby-union-bill-sweeney-tom-ilube-grassroots-rebellion,Grassroots rebellion to force out top RFU executives gathers momentum,Sport,expert_qual,sport
https://www.theguardian.com/football/2023/dec/22/erling-haaland-manchester-city-top-100-analysis,football/2023/dec/22/erling-haaland-manchester-city-top-100-analysis,Erling Haaland voted the world’s best player – and he’s just getting started | Niall McVeigh,Football,expert_qual,sport
https://www.theguardian.com/sport/2024/dec/20/tom-ilube-steps-down-as-rfu-chairman-rugby-union-over-salary-and-bonus-scandal,sport/2024/dec/20/tom-ilube-steps-down-as-rfu-chairman-rugby-union-over-salary-and-bonus-scandal,Bill Beaumont appointed interim RFU chairman as civil war breaks out,Sport,expert_qual,sport
https://www.theguardian.com/sport/2025/mar/06/commercial-director-behind-100m-deal-resigns-in-latest-setback-to-rfu,sport/2025/mar/06/commercial-director-behind-100m-deal-resigns-in-latest-setback-to-rfu,Commercial director behind £100m deal resigns in latest setback to RFU,Sport,expert_qual,sport
