article_idx,article_id,url,title,in_training,dominant_prob_seed42,companion_stability
85,australia-news/2023/dec/06/as-the-political-clock-ticks-relentlessly-there-is-little-time-for-substance-over-optics-in-parliament,https://www.theguardian.com/australia-news/2023/dec/06/as-the-political-clock-ticks-relentlessly-there-is-little-time-for-substance-over-optics-in-parliament,"As the political clock ticks relentlessly, there is little time for substance over optics in parliament | Katharine Murp",yes,0.4668,0.1415
86,environment/2023/jun/22/you-notice-how-full-of-life-it-is-how-looe-island-became-a-wildlife-success-story-aoe,https://www.theguardian.com/environment/2023/jun/22/you-notice-how-full-of-life-it-is-how-looe-island-became-a-wildlife-success-story-aoe,Just two people – but millions of inhabitants: the tiny Cornish island where nature is thriving,yes,0.5954,0.0229
87,australia-news/2023/apr/22/influence-ibac-and-violence-in-hospitals-the-many-problems-uncovered-by-the-investigation-into-a-victorian-union-contract,https://www.theguardian.com/australia-news/2023/apr/22/influence-ibac-and-violence-in-hospitals-the-many-problems-uncovered-by-the-investigation-into-a-victorian-union-contract,"Influence, Ibac and violence in hospitals: the many problems uncovered by the investigation into a Victorian union contr",yes,0.1811,0.1387
88,us-news/2024/mar/01/impropriety-fani-willis-trump-trial,https://www.theguardian.com/us-news/2024/mar/01/impropriety-fani-willis-trump-trial,Is appearance of impropriety enough to oust Fani Willis from Trump case?,yes,0.4884,0.3173
89,global-development/2023/dec/01/gender-equality-goals-under-threat-in-climate-crisis-hit-countries-says-un,https://www.theguardian.com/global-development/2023/dec/01/gender-equality-goals-under-threat-in-climate-crisis-hit-countries-says-un,"Gender equality goals under threat in climate crisis-hit countries, says UN",yes,0.3579,0.2551
90,society/2023/apr/13/ae-staff-in-england-struggling-to-spot-abuse-cases-in-infants-says-watchdog,https://www.theguardian.com/society/2023/apr/13/ae-staff-in-england-struggling-to-spot-abuse-cases-in-infants-says-watchdog,"A&E staff in England struggling to spot abuse cases in infants, says watchdog",yes,0.4558,0.3986
91,global-development/article/2024/aug/01/brazil-led-the-way-now-the-uk-should-get-behind-the-assault-on-hunger-and-poverty,https://www.theguardian.com/global-development/article/2024/aug/01/brazil-led-the-way-now-the-uk-should-get-behind-the-assault-on-hunger-and-poverty,"Brazil led the way, now the UK should get behind the assault on hunger and poverty | Kevin Watkins",yes,0.4677,0.4225
92,uk-news/2024/jan/12/20-year-quest-reveal-post-office-it-scandal-horizon,https://www.theguardian.com/uk-news/2024/jan/12/20-year-quest-reveal-post-office-it-scandal-horizon,"‘Systemically, seriously wrong’: the 20-year quest to reveal Post Office IT scandal",yes,0.477,0.0613
93,education/2023/apr/18/sunaks-maths-to-18-plan-misguided-says-man-asked-to-promote-it,https://www.theguardian.com/education/2023/apr/18/sunaks-maths-to-18-plan-misguided-says-man-asked-to-promote-it,"Sunak’s maths to 18 plan ‘misguided’, says man asked to promote it",yes,0.3224,0.2436
94,society/2023/apr/30/uk-households-missing-out-on-19bn-a-year-in-unclaimed-welfare-benefits,https://www.theguardian.com/society/2023/apr/30/uk-households-missing-out-on-19bn-a-year-in-unclaimed-welfare-benefits,UK households missing out on £19bn a year in unclaimed welfare benefits,yes,0.8542,0.2917
95,inequality/2024/jan/08/england-deaths-inequality-poverty-austerity-covid-study-public-health,https://www.theguardian.com/inequality/2024/jan/08/england-deaths-inequality-poverty-austerity-covid-study-public-health,Health inequalities ‘caused 1m early deaths in England in last decade’,yes,0.7477,0.1977
96,australia-news/2024/feb/11/newington-college-co-education-change-anger-details,https://www.theguardian.com/australia-news/2024/feb/11/newington-college-co-education-change-anger-details,Does single-sex education really provide better outcomes for students?,yes,0.3588,0.4635
97,politics/article/2024/jul/02/election-edition-,https://www.theguardian.com/politics/article/2024/jul/02/election-edition-,"Campaign catchup: Letters from the future, five Ed Stones, and a massive McDonald’s",yes,0.8172,0.3466
98,australia-news/2022/aug/17/nsw-government-to-create-a-new-reconstruction-authority-in-response-to-flood-report,https://www.theguardian.com/australia-news/2022/aug/17/nsw-government-to-create-a-new-reconstruction-authority-in-response-to-flood-report,NSW government to create a new reconstruction authority in response to flood report,yes,0.7377,0.1573
99,environment/2022/mar/23/australias-carbon-credit-scheme-largely-a-sham-says-whistleblower-who-tried-to-rein-it-in,https://www.theguardian.com/environment/2022/mar/23/australias-carbon-credit-scheme-largely-a-sham-says-whistleblower-who-tried-to-rein-it-in,"Australia’s carbon credit scheme ‘largely a sham’, says whistleblower who tried to rein it in",yes,0.6936,0.5083
100,australia-news/article/2024/jul/15/queensland-youth-crime-crackdown-watch-house-detention-system-law-changes-ntwnfb,https://www.theguardian.com/australia-news/article/2024/jul/15/queensland-youth-crime-crackdown-watch-house-detention-system-law-changes-ntwnfb,How Queensland’s youth crime crackdown is forcing vulnerable kids into ‘brutal’ detention system,yes,0.6829,0.5725
101,news/2022/jul/15/the-uber-files-australia-launched-operated-illegally-document-leak,https://www.theguardian.com/news/2022/jul/15/the-uber-files-australia-launched-operated-illegally-document-leak,"The Uber files: firm knew it launched illegally in Australia, then leaned on governments to change the law",yes,0.408,0.1064
102,world/2024/feb/12/first-edition-falling-birthrates,https://www.theguardian.com/world/2024/feb/12/first-edition-falling-birthrates,"Monday briefing: From the UK to South Korea, why people are having fewer babies",yes,0.2843,0.2377
103,environment/2023/oct/26/environmental-money-easy-to-stash-in-us-due-to-loopholes-report-finds,https://www.theguardian.com/environment/2023/oct/26/environmental-money-easy-to-stash-in-us-due-to-loopholes-report-finds,"Environmental crime money easy to stash in US due to loopholes, report finds",yes,0.2219,0.1342
104,us-news/2024/sep/28/new-college-of-florida-hosting-extremist-writer-steve-sailer,https://www.theguardian.com/us-news/2024/sep/28/new-college-of-florida-hosting-extremist-writer-steve-sailer,Florida university to host extremist after DeSantis-led lurch to right,yes,0.8549,0.248
105,education/2022/sep/22/liz-truss-politicians-and-experts-criticise-grammar-schools-plan,https://www.theguardian.com/education/2022/sep/22/liz-truss-politicians-and-experts-criticise-grammar-schools-plan,‘They don’t work’: experts criticise Liz Truss’s grammar schools plan,yes,0.5668,0.3785
106,uk-news/2024/jan/08/medecins-sans-frontieres-treating-refugees-home-office,https://www.theguardian.com/uk-news/2024/jan/08/medecins-sans-frontieres-treating-refugees-home-office,Médecins Sans Frontières treating refugees housed in home secretary’s constituency,yes,0.5094,0.0696
107,australia-news/2023/apr/05/payday-lender-cignos-cash-prize-lottery-raises-concerns-of-consumer-groups,https://www.theguardian.com/australia-news/2023/apr/05/payday-lender-cignos-cash-prize-lottery-raises-concerns-of-consumer-groups,Payday lender Cigno’s cash prize lottery raises concerns of consumer groups,yes,0.3978,0.2909
108,australia-news/2023/sep/05/nt-police-watchdog-calls-for-ban-on-spit-hoods-on-children-northern-territory,https://www.theguardian.com/australia-news/2023/sep/05/nt-police-watchdog-calls-for-ban-on-spit-hoods-on-children-northern-territory,Activists want NT to make spit hoods illegal after report found they were used on children 27 times,yes,0.4683,0.0522
109,society/2023/jan/18/children-in-england-at-clear-risk-cannot-get-mental-health-bed,https://www.theguardian.com/society/2023/jan/18/children-in-england-at-clear-risk-cannot-get-mental-health-bed,Children in England at clear risk ‘cannot get mental health bed’,yes,0.9212,0.3807
110,environment/2024/mar/14/peter-dutton-nuclear-power-comments-csiro-small-modular-reactors,https://www.theguardian.com/environment/2024/mar/14/peter-dutton-nuclear-power-comments-csiro-small-modular-reactors,Dutton’s blast of radioactive rhetoric on nuclear power leaves facts in the dust | Temperature Check,yes,0.3787,0.5319
111,australia-news/2023/jul/11/queensland-identifies-renewable-energy-zones-as-part-of-62bn-super-grid-plan,https://www.theguardian.com/australia-news/2023/jul/11/queensland-identifies-renewable-energy-zones-as-part-of-62bn-super-grid-plan,Queensland identifies ‘renewable energy zones’ as part of $62bn ‘super grid’ plan,yes,0.7607,0.5083
112,us-news/2023/oct/22/farm-wetland-bird-animal-sanctuary-oregon,https://www.theguardian.com/us-news/2023/oct/22/farm-wetland-bird-animal-sanctuary-oregon,‘This place wanted to be a wetland’: how a farmer turned his fields into a wildlife sanctuary,yes,0.6349,0.5364
113,uk-news/2022/may/02/homes-for-ukraine-glitches-lock-refugees-out-of-uk,https://www.theguardian.com/uk-news/2022/may/02/homes-for-ukraine-glitches-lock-refugees-out-of-uk,"‘No results, no hope’: Homes for Ukraine glitches lock refugees out of UK",yes,0.304,0.1161
114,australia-news/2023/mar/03/australia-to-phase-out-live-sheep-export-amid-opposition-from-peak-farmers-body,https://www.theguardian.com/australia-news/2023/mar/03/australia-to-phase-out-live-sheep-export-amid-opposition-from-peak-farmers-body,Australia to phase out live sheep export amid opposition from peak farmers body,yes,0.4669,0.2732
115,media/2023/sep/29/afr-powerlist-ai-images-distorted-sam-kerr-margot-robbie-sky-news-climate-change-weekly-beast,https://www.theguardian.com/media/2023/sep/29/afr-powerlist-ai-images-distorted-sam-kerr-margot-robbie-sky-news-climate-change-weekly-beast,AFR’s power list goes deep fake with the likes of Sam Kerr and Margot Robbie to make a point | Weekly Beast,yes,0.4695,0.1299
116,world/2023/aug/11/new-zealand-intelligence-report-accuses-china-of-foreign-interference,https://www.theguardian.com/world/2023/aug/11/new-zealand-intelligence-report-accuses-china-of-foreign-interference,New Zealand intelligence report accuses China of ‘foreign interference’,yes,0.9982,0.1599
117,uk-news/2023/dec/10/captain-tom-moore-hannah-ingram-moore-daughter-spa,https://www.theguardian.com/uk-news/2023/dec/10/captain-tom-moore-hannah-ingram-moore-daughter-spa,The curious case of Captain Tom: how did the feelgood story of lockdown turn sour?,yes,0.6712,0.071
118,business/nils-pratley-on-finance/2023/jan/25/ignore-the-superpower-boasts-uk-pharma-looks-superchallenged,https://www.theguardian.com/business/nils-pratley-on-finance/2023/jan/25/ignore-the-superpower-boasts-uk-pharma-looks-superchallenged,Ignore the ‘superpower’ boasts – UK pharma looks superchallenged,yes,0.3286,0.2207
119,australia-news/2023/nov/13/a-dent-in-our-retirement-the-battle-to-help-australian-workers-recover-unpaid-super,https://www.theguardian.com/australia-news/2023/nov/13/a-dent-in-our-retirement-the-battle-to-help-australian-workers-recover-unpaid-super,‘A dent in our retirement’: the battle to help Australian workers recover unpaid super,yes,0.6948,0.1796
120,business/2023/jun/27/why-are-uk-telecoms-firms-imposing-inflation-busting-bills,https://www.theguardian.com/business/2023/jun/27/why-are-uk-telecoms-firms-imposing-inflation-busting-bills,Why are UK telecoms firms imposing inflation-busting bills?,yes,0.8633,0.3906
121,australia-news/2023/sep/05/soft-power-in-the-bush-are-independents-the-new-rural-influencers,https://www.theguardian.com/australia-news/2023/sep/05/soft-power-in-the-bush-are-independents-the-new-rural-influencers,Soft power in the bush: are independents the new rural influencers? | Gabrielle Chan,yes,0.5192,0.2069
122,us-news/2022/mar/16/involuntary-celibates-incels-threat-us-secret-service,https://www.theguardian.com/us-news/2022/mar/16/involuntary-celibates-incels-threat-us-secret-service,"‘Incels’ are a rising threat in the US, Secret Service report finds",yes,0.49,0.4087
123,australia-news/2023/jul/14/accc-to-compel-companies-to-back-up-environmental-claims-with-evidence,https://www.theguardian.com/australia-news/2023/jul/14/accc-to-compel-companies-to-back-up-environmental-claims-with-evidence,ACCC to compel companies to back up environmental claims with evidence,yes,0.5005,0.1222
124,world/2023/apr/13/south-korea-to-give-490-allowance-to-reclusive-youths-to-help-them-leave-the-house,https://www.theguardian.com/world/2023/apr/13/south-korea-to-give-490-allowance-to-reclusive-youths-to-help-them-leave-the-house,South Korea to give $490 allowance to reclusive youths to help them leave the house,yes,0.3181,0.2572
125,australia-news/2023/jan/21/no-one-wants-to-talk-to-us-victims-of-child-sexual-abuse-from-victoria-state-schools-fight-for-justice,https://www.theguardian.com/australia-news/2023/jan/21/no-one-wants-to-talk-to-us-victims-of-child-sexual-abuse-from-victoria-state-schools-fight-for-justice,‘No one wants to talk to us’: victims of child sexual abuse from Victoria state schools fight for justice,yes,0.3778,0.5725
126,news/datablog/ng-interactive/2023/apr/04/these-coffees-show-why-men-have-more-cash-in-superannuation-than-women,https://www.theguardian.com/news/datablog/ng-interactive/2023/apr/04/these-coffees-show-why-men-have-more-cash-in-superannuation-than-women,These coffees show why men have more cash in superannuation than women,yes,0.8392,0.3725
127,politics/2023/jun/28/rish-drowns-in-despair-as-water-minister-finds-herself-way-out-her-depth,https://www.theguardian.com/politics/2023/jun/28/rish-drowns-in-despair-as-water-minister-finds-herself-way-out-her-depth,Rish! drowns in despair as water minister finds herself way out her depth | John Crace,yes,0.5163,0.3466
128,environment/2023/nov/20/defras-failure-to-protect-and-restore-water-bodies-unlawful-high-court-rules,https://www.theguardian.com/environment/2023/nov/20/defras-failure-to-protect-and-restore-water-bodies-unlawful-high-court-rules,"Defra’s failure to protect and restore water bodies ‘unlawful’, high court rules",yes,0.6534,0.3271
129,society/2024/mar/23/boarding-school-matrons-abuse-charles-spencer,https://www.theguardian.com/society/2024/mar/23/boarding-school-matrons-abuse-charles-spencer,Boarding school matrons and the ‘abuse that is hardly ever spoken of’,yes,0.5068,0.2352
130,technology/2023/jul/04/threads-v-twitter-is-this-main-bout-musk-v-zuckerberg,https://www.theguardian.com/technology/2023/jul/04/threads-v-twitter-is-this-main-bout-musk-v-zuckerberg,Threads v Twitter – is this the main bout between Musk and Zuckerberg?,yes,0.5116,0.1542
131,technology/2024/mar/25/theres-a-gay-bar-in-my-pocket-how-15-years-of-grindr-has-affected-gay-communities-and-dating-culture,https://www.theguardian.com/technology/2024/mar/25/theres-a-gay-bar-in-my-pocket-how-15-years-of-grindr-has-affected-gay-communities-and-dating-culture,‘There’s a gay bar in my pocket!’: how 15 years of Grindr has affected gay communities and dating culture,yes,0.2973,0.0672
132,world/2023/jul/25/canada-could-have-saved-more-lives-covid-crisis,https://www.theguardian.com/world/2023/jul/25/canada-could-have-saved-more-lives-covid-crisis,Public health experts excoriate Canada Covid response and call for inquiry,yes,0.4501,0.317
133,technology/2023/jul/10/twitter-killer-threads-app-meta-mark-zuckerberg-elon-musk,https://www.theguardian.com/technology/2023/jul/10/twitter-killer-threads-app-meta-mark-zuckerberg-elon-musk,‘Twitter killer’ Threads app hits 100m sign-ups in less than five days,yes,0.4294,0.1183
134,world/2024/apr/12/friday-briefing-the-little-guy-crushed-by-a-ruthless-state-how-the-carers-scandal-is-growing,https://www.theguardian.com/world/2024/apr/12/friday-briefing-the-little-guy-crushed-by-a-ruthless-state-how-the-carers-scandal-is-growing,Friday briefing: ‘The little guy crushed by a ruthless state’ – how the carers scandal is growing,yes,0.3323,0.1318
135,world/2023/jun/03/anti-abortion-lawmakers-donation-amazon-google-comcast,https://www.theguardian.com/world/2023/jun/03/anti-abortion-lawmakers-donation-amazon-google-comcast,Amazon and Google fund anti-abortion lawmakers through complex shell game,yes,0.8326,0.1735
136,world/2023/jun/13/as-new-zealand-reshapes-ties-with-china-foreign-interference-must-be-brought-out-of-the-shadows,https://www.theguardian.com/world/2023/jun/13/as-new-zealand-reshapes-ties-with-china-foreign-interference-must-be-brought-out-of-the-shadows,"As New Zealand reshapes ties with China, foreign interference must be brought out of the shadows | Sam Sachdeva",yes,0.9988,0.1275
137,uk-news/2023/jun/15/calls-for-reform-of-mod-procurement-after-damning-review-of-ajax-project,https://www.theguardian.com/uk-news/2023/jun/15/calls-for-reform-of-mod-procurement-after-damning-review-of-ajax-project,Calls to reform MoD procurement after ‘damning’ review of Ajax project,yes,0.2978,0.1459
